% Parse By Nerea.P and Jdihadi.A 
%
@RELATION mysteriousx2

@ATTRIBUTE a0 REAL
@ATTRIBUTE a1 REAL
@ATTRIBUTE class {0,1,2}

@DATA
812864,648497,0
871038,632419,0
848660,637062,0
870340,608506,0
839706,604004,0
773106,587731,0
838636,638170,0
833424,637495,0
803393,632114,0
806771,696582,0
837422,684164,0
808230,615889,0
839817,657140,0
836065,643735,0
832197,640740,0
826449,642156,0
864411,657059,0
859075,596485,0
821763,646463,0
752624,684688,0
761780,639502,0
814196,638101,0
837052,638157,0
897135,678084,0
839617,656945,0
818902,650155,0
840603,639421,0
788208,596833,0
830238,629304,0
961248,667934,0
821180,615439,0
865014,601082,0
812456,609760,0
850548,639470,0
846404,608400,0
844405,710620,0
834271,681372,0
892746,564842,0
832917,653009,0
815156,643108,0
862657,628917,0
736311,562847,0
836640,689624,0
828915,641716,0
827016,648159,0
717529,589445,0
828640,621078,0
825800,639916,0
867216,629792,0
788063,640066,0
804909,659876,0
828224,658191,0
865774,654156,0
831381,628919,0
831414,641690,0
808631,648619,0
789304,619247,0
845460,690530,0
836208,638514,0
868895,604801,0
808291,631630,0
894943,635233,0
864186,639299,0
841314,705207,0
623573,252933,0
551501,163944,0
542414,323445,0
543918,261399,0
569298,222324,0
617516,155138,0
492219,176220,0
599902,344442,0
595923,301961,0
561290,237997,0
557171,300772,0
515461,280908,0
593235,212579,0
599791,239507,0
604067,254704,0
602097,293208,0
528532,271983,0
612097,204266,0
539684,261404,0
490360,160125,0
624439,284325,0
531766,227178,0
564691,253901,0
503485,225519,0
582912,368192,0
570399,302552,0
554412,259217,0
565947,253914,0
544626,261639,0
573542,228366,0
589472,240707,0
621853,235743,0
583727,240847,0
512999,279524,0
590219,205918,0
557291,235283,0
562609,261858,0
573223,256679,0
577033,261125,0
618685,246895,0
563806,242703,0
572797,264895,0
537958,171180,0
564558,251534,0
578430,260413,0
495770,314954,0
551139,304558,0
654533,234925,0
574254,246150,0
546542,224111,0
560338,216298,0
676848,196504,0
562287,210155,0
589172,296436,0
600350,211786,0
531053,241400,0
528764,238969,0
555973,241310,0
543279,201456,0
569679,227969,0
486998,186575,0
493599,274738,0
526990,234634,0
578346,257049,0
579387,214941,0
560117,210841,0
629472,276224,0
565964,245190,0
527110,273244,0
545421,190964,0
560155,172391,0
561378,248389,0
652718,214098,0
577674,230794,0
564281,248028,0
537828,245621,0
559807,248525,0
565040,265155,0
559796,237778,0
567364,284685,0
641053,302784,0
535370,222161,0
491034,294190,0
578789,227708,0
493843,284614,0
577923,208670,0
601465,233213,0
582776,232737,0
597019,238045,0
547708,261848,0
517797,231794,0
557925,315216,0
547397,204912,0
567028,240598,0
573124,241739,0
589736,306268,0
568682,234935,0
655580,263955,0
479452,292158,0
570515,250347,0
558916,242376,0
540452,314834,0
647754,219941,0
566630,249854,0
542945,138182,0
553960,261006,0
569226,276648,0
564946,247303,0
580188,355722,0
526519,171753,0
587283,244407,0
552210,250433,0
611343,258279,0
561853,312878,0
584508,218932,0
569499,258173,0
596805,276457,0
535593,143445,0
541643,260772,0
561550,249062,0
486280,298784,0
500130,217874,0
581491,248451,0
540572,254309,0
587211,212643,0
635603,258029,0
571211,249486,0
557092,237979,0
608511,224883,0
450541,268972,0
662544,262982,0
632742,204460,0
668355,167208,0
560443,253200,0
511472,197858,0
550115,259569,0
515463,270311,0
545539,195363,0
590449,254253,0
570787,246876,0
628713,228930,0
556580,229133,0
593632,266999,0
526382,240215,0
461510,212553,0
550952,216322,0
644419,196985,0
655814,200692,0
576564,168998,0
568570,254388,0
544728,151536,0
552544,258173,0
582510,232791,0
576350,289752,0
595209,248589,0
567870,284151,0
509669,309353,0
557305,245969,0
543639,242836,0
582187,245841,0
561214,239273,0
603094,315792,0
572393,258106,0
563936,163930,0
627272,253882,0
568248,211315,0
454114,291335,0
580020,185292,0
542857,258775,0
536737,275481,0
604791,256206,0
598596,199243,0
536423,156254,0
674097,262961,0
532044,241957,0
542553,222643,0
538243,205298,0
638901,233978,0
513685,127049,0
564828,185324,0
569149,273951,0
516087,229278,0
640460,282399,0
555527,227043,0
490765,271309,0
590339,151183,0
606457,178066,0
565975,287165,0
579551,211325,0
666462,219600,0
571916,294434,0
515494,253115,0
578997,247283,0
583084,269586,0
569736,251512,0
582050,243429,0
637274,267038,0
581758,242967,0
497313,297574,0
601745,230592,0
564593,278352,0
554695,250159,0
619204,203719,0
542873,281338,0
565013,238020,0
612309,248937,0
629933,177081,0
529425,255876,0
601962,303111,0
534272,194510,0
607232,201813,0
617934,213483,0
559992,244251,0
566515,247483,0
581817,347897,0
600735,234314,0
564311,254362,0
564132,239716,0
561656,242624,0
547473,262112,0
509737,204519,0
581769,191909,0
539373,231216,0
558473,234860,0
459924,277087,0
586499,197457,0
586128,243241,0
601985,250442,0
515475,251181,0
580859,243392,0
577874,256023,0
655529,240291,0
553779,243274,0
512392,202849,0
581035,264175,0
635019,226082,0
618233,210833,0
602261,221960,0
584584,235919,0
662479,223092,0
616652,307558,0
590474,215673,0
561055,225512,0
558663,250565,0
595705,316516,0
589593,241270,0
564408,247897,0
547925,232626,0
525888,230875,0
559240,240249,0
570386,231491,0
561177,247456,0
562305,275914,0
568231,233130,0
526274,305191,0
565846,244841,0
564036,255414,0
528877,273151,0
574944,277533,0
612380,276270,0
591223,320663,0
541329,196623,0
577613,280332,0
626744,239346,0
582718,244124,0
591505,233934,0
551312,227570,0
596206,224820,0
580534,268471,0
529314,224370,0
593206,175998,0
558061,254532,0
613366,287092,0
666984,183146,0
565702,254553,0
538772,246049,0
563724,246984,0
623575,196956,0
500592,285439,0
554520,251229,0
573815,259122,0
571703,282834,0
547746,209518,0
532663,169014,0
542244,254907,0
544774,237828,0
548284,298188,0
577315,265541,0
553770,259089,0
537145,284535,0
648244,253375,0
547437,230967,0
603002,245119,0
591147,239033,0
539114,314805,0
576311,252568,0
545197,218960,0
570793,227019,0
672748,143913,0
529094,226356,0
589826,179519,0
560758,250715,0
561914,247616,0
585992,242098,0
458197,305419,0
560666,209489,0
588776,218486,0
513517,230867,0
546341,266740,0
492744,288489,0
503990,233888,0
560394,218674,0
595703,240879,0
573398,194369,0
551504,163718,0
557729,241086,0
604381,310175,0
256910,767396,0
216249,729239,0
254116,748223,0
200897,724520,0
237599,737826,0
256884,794543,0
259353,675965,0
231574,696781,0
287834,722534,0
350191,686690,0
294847,707911,0
268507,721783,0
275228,692003,0
263839,718176,0
256048,743012,0
171374,680720,0
257301,742004,0
246193,781969,0
254996,718603,0
267628,718046,0
189013,722025,0
250283,811050,0
260461,743971,0
307642,768800,0
252078,721273,0
243511,729025,0
250998,756247,0
305422,749954,0
330971,748510,0
301925,681732,0
258289,747532,0
218066,652984,0
268582,750393,0
309307,676449,0
297392,837410,0
212684,744675,0
256364,741672,0
260803,732103,0
293378,730822,0
242768,720008,0
275500,729880,0
265037,605686,0
241019,755172,0
191241,788512,0
255886,727572,0
315723,708334,0
234688,718141,0
205548,820577,0
210438,672028,0
268715,766646,0
212151,726042,0
299298,716848,0
391506,745793,0
265410,761230,0
380778,761351,0
301915,642007,0
288109,751211,0
221650,852250,0
203861,729571,0
258191,719517,0
276360,722572,0
250153,705149,0
225440,777239,0
263300,708862,0
209638,779903,0
265687,728957,0
219148,671608,0
202313,803556,0
260246,744148,0
353731,733108,0
361882,664820,0
258354,712117,0
344580,833937,0
241344,757443,0
286128,759627,0
255492,699125,0
246953,837747,0
281449,742170,0
244978,741020,0
281490,707769,0
318257,689616,0
318320,785356,0
267996,752791,0
252398,735342,0
169076,696994,0
287127,769241,0
251773,743313,0
233154,798301,0
289447,672315,0
220236,696190,0
180062,750026,0
267928,721904,0
315014,732821,0
253678,781616,0
249508,730021,0
244713,684484,0
213416,797429,0
338623,688123,0
272708,722671,0
269722,735862,0
265363,749935,0
216910,714147,0
211879,702740,0
248415,734706,0
281381,747219,0
258514,721192,0
240833,764794,0
337516,771698,0
211181,778052,0
256102,748634,0
231591,738461,0
216906,697611,0
308119,778435,0
170563,774573,0
235525,775028,0
242177,789274,0
231394,726782,0
240546,720697,0
242380,733130,0
244510,760474,0
252049,733991,0
293158,788965,0
258335,744541,0
229258,799732,0
318118,765932,0
350824,788594,0
269541,749416,0
257595,742375,0
218404,783360,0
250965,638991,0
271398,705520,0
309785,740209,0
293513,791559,0
255953,744136,0
270778,747623,0
229246,721150,0
182210,807220,0
227734,741386,0
297763,743676,0
237737,729221,0
243262,738194,0
266271,753501,0
224714,721683,0
257321,743788,0
245789,757434,0
253157,736045,0
117874,815348,0
241709,731571,0
347019,718343,0
263035,735230,0
247280,711237,0
250639,741372,0
247362,733488,0
211789,695992,0
216664,677522,0
256255,743704,0
237847,719301,0
213313,735806,0
250379,742917,0
328400,743070,0
241569,734125,0
253541,764473,0
269306,729730,0
293363,724986,0
271138,732683,0
213034,772279,0
251371,786651,0
259065,724720,0
253804,742542,0
241020,760596,0
274995,777238,0
261209,724973,0
222553,726944,0
235047,746106,0
215758,708145,0
249252,741243,0
276918,720893,0
257503,742328,0
270830,751681,0
254122,745421,0
244908,754298,0
344753,787896,0
289445,688489,0
255205,736797,0
281555,721941,0
330430,771436,0
253457,777579,0
233496,791806,0
189684,691186,0
266413,660875,0
243837,733540,0
293505,803362,0
260303,727526,0
243491,728002,0
171693,721563,0
202123,744156,0
267285,728779,0
157834,661485,0
298443,770760,0
335331,818733,0
219609,734441,0
347306,800979,0
287334,659858,0
239976,833889,0
224951,722765,0
303315,750320,0
254814,747030,0
269950,727076,0
260040,745439,0
280473,744377,0
244639,720142,0
256956,740965,0
222004,807032,0
249361,748518,0
311037,756570,0
247122,715890,0
208069,655656,0
257453,742650,0
257325,742328,0
253267,789824,0
307281,762811,0
310424,718333,0
255453,741923,0
278992,757790,0
163957,733702,0
267246,751982,0
301060,715198,0
212056,766472,0
259723,732917,0
281780,775943,0
250805,726946,0
241156,739481,0
187608,800179,0
251058,735027,0
292595,740904,0
272074,712177,0
231261,786917,0
281000,740511,0
275058,713887,0
321560,731068,0
283915,688755,0
232840,738833,0
337958,798963,0
337046,820641,0
276394,761048,0
251347,670435,0
271702,753973,0
162224,685200,0
257677,719150,0
260318,711621,0
186264,695907,0
258174,755159,0
242709,757686,0
257254,743080,0
254983,731658,0
265273,716721,0
237449,785652,0
168596,748879,0
238834,696831,0
263109,743333,0
279676,809670,0
171747,777579,0
208417,813898,0
216564,723064,0
242195,689224,0
253534,741025,0
290176,781215,0
309158,699191,0
310940,711293,0
265486,702190,0
260419,741212,0
309129,744956,0
331240,717418,0
226170,738339,0
190767,706219,0
264262,737376,0
318816,748314,0
403394,777748,0
133737,819023,0
262522,730690,0
322898,707331,0
267179,761430,0
309043,753241,0
240893,734383,0
259566,727891,0
274552,718547,0
281005,717468,0
249734,767527,0
285301,711712,0
269005,750467,0
155283,721118,0
276869,731039,0
267975,745703,0
230459,815042,0
235700,742331,0
284567,716939,0
238601,769529,0
217170,824498,0
343775,713900,0
248775,743006,0
322803,656606,0
275390,840694,0
270819,619081,0
257784,742285,0
262725,748061,0
299229,739252,0
258131,750011,0
356321,721316,0
260631,685446,0
324355,769115,0
262464,745474,0
293755,724434,0
276333,734671,0
246185,768526,0
271427,759785,0
581344,385622,0
487508,410130,0
531520,470380,0
542398,407349,0
535553,401850,0
574340,386342,0
489563,423442,0
561517,424497,0
548471,363521,0
551619,407865,0
535637,416695,0
625861,446966,0
512721,297462,0
485787,451234,0
545177,449711,0
557549,430186,0
450504,489695,0
556721,406275,0
596886,406323,0
552270,452067,0
598696,426412,0
553121,424941,0
585213,507300,0
546923,447205,0
524864,524465,0
614862,474016,0
472136,522566,0
548741,424433,0
579708,389172,0
546195,435981,0
473518,431029,0
565818,441463,0
528421,449609,0
627970,406198,0
492513,376096,0
506194,412830,0
585921,420969,0
500095,384331,0
606741,433003,0
588823,391287,0
550666,358776,0
580102,421291,0
540689,483370,0
531336,427371,0
560929,488831,0
528839,404605,0
587670,454726,0
550071,432907,0
545251,423126,0
517722,389497,0
487466,404035,0
534359,410864,0
573525,363494,0
469597,469641,0
444203,433426,0
530126,482570,0
497364,497954,0
539380,452369,0
550207,427844,0
541436,463443,0
555566,402931,0
621264,430161,0
606519,426672,0
556325,411879,0
565035,407936,0
477578,283202,0
637561,412198,0
494817,482837,0
583750,440376,0
619302,407243,0
539353,414700,0
491238,477838,0
559644,393877,0
551841,449208,0
543185,449059,0
557232,385801,0
542717,485269,0
628617,470383,0
546433,433425,0
656928,427142,0
575225,471361,0
540883,388547,0
536902,487971,0
669372,510729,0
579813,431520,0
638490,472369,0
521733,288196,0
474946,400305,0
492108,415357,0
647843,471024,0
509727,402091,0
557993,414488,0
540956,440807,0
539226,362911,0
561535,422869,0
532490,498388,0
555321,411402,0
502666,515079,0
448308,360032,0
605747,523813,0
546080,441878,0
594739,460997,0
550615,457350,0
552271,443264,0
603175,429360,0
551098,430693,0
538746,399264,0
500554,486108,0
567652,460477,0
670761,411963,0
475690,420212,0
555815,431564,0
544504,435105,0
559698,403757,0
540029,431108,0
550599,427512,0
523731,404747,0
552614,405698,0
569819,389830,0
437468,449261,0
561322,473181,0
547467,428249,0
575789,337136,0
552519,443109,0
626243,434835,0
549505,426514,0
492240,539242,0
560227,441363,0
561030,439050,0
498433,386501,0
571566,348938,0
531484,418681,0
571064,421038,0
511578,477934,0
614768,433212,0
575159,355952,0
546882,491538,0
658249,458851,0
544860,415900,0
563645,483100,0
509113,433214,0
599399,491415,0
546863,446509,0
527044,345316,0
588577,360468,0
559409,434055,0
596283,479036,0
499436,442899,0
613978,292982,0
456190,480028,0
519097,500369,0
595184,437458,0
525481,408507,0
510267,426949,0
547148,435677,0
513319,442815,0
587173,449183,0
549320,462207,0
561429,432347,0
491552,413594,0
495264,466224,0
579463,437384,0
535151,429278,0
538697,483333,0
511036,447734,0
594360,367824,0
536563,392008,0
560500,439267,0
490871,511719,0
528328,432436,0
565144,416025,0
525461,390918,0
546371,432422,0
538782,473082,0
611712,395925,0
484168,387405,0
551526,457442,0
489505,420072,0
600738,463163,0
589889,475739,0
514225,536816,0
578615,447581,0
553817,402394,0
461670,393552,0
597719,429710,0
505651,444909,0
516034,402424,0
546287,438245,0
596539,376915,0
554524,405520,0
568522,412767,0
589979,394610,0
517816,430769,0
566260,366100,0
599365,369570,0
437196,403295,0
475065,455494,0
562697,439867,0
474287,414463,0
517042,433320,0
526568,428022,0
539611,398504,0
569808,385206,0
539631,417731,0
536056,433013,0
550433,455366,0
499380,378456,0
556204,478664,0
563430,421182,0
545045,424260,0
553634,447321,0
535370,426421,0
562541,424860,0
613299,443903,0
542295,448653,0
514456,471271,0
511573,356527,0
511377,447729,0
479144,530599,0
537444,434463,0
538071,476262,0
561644,437142,0
541794,440513,0
574696,453097,0
535114,427111,0
568190,462684,0
551346,418392,0
570220,437495,0
496768,392238,0
603715,446602,0
562761,451747,0
591406,478984,0
567287,446702,0
503884,445231,0
488808,432042,0
590610,363074,0
502713,461159,0
537914,440074,0
541156,470641,0
545384,440024,0
546724,436025,0
553439,391197,0
459376,417560,0
543882,433069,0
541775,426833,0
587665,442146,0
546781,435921,0
649819,402618,0
589886,417783,0
555177,411731,0
545799,434875,0
537358,433500,0
474403,396993,0
614391,432060,0
525885,408633,0
540590,500716,0
539864,439369,0
517804,430120,0
615324,459379,0
604153,425325,0
538145,455848,0
540472,433652,0
534566,419446,0
489749,431702,0
554344,507754,0
536341,503208,0
535188,533997,0
544385,417589,0
551464,437752,0
539973,435022,0
528431,548215,0
562797,537421,0
508043,396501,0
544049,438662,0
518755,455241,0
543510,406511,0
465992,427732,0
497761,545339,0
503305,541419,0
546148,439859,0
544848,453980,0
530976,510400,0
476036,495210,0
511620,442106,0
549513,426946,0
546765,437681,0
635196,471927,0
490878,419594,0
587238,408202,0
518503,427052,0
533823,438128,0
550848,429297,0
555081,374919,0
589141,508464,0
502737,414379,0
506686,362499,0
548132,443869,0
491170,526141,0
561259,555874,0
537607,467331,0
528819,423088,0
552075,458191,0
488078,386485,0
477080,439728,0
553909,418551,0
639407,453570,0
546029,436971,0
575548,403760,0
540998,509845,0
497663,411215,0
550114,413363,0
536199,410166,0
593205,453290,0
605722,365131,0
549184,442333,0
523254,437878,0
535947,444924,0
539919,458163,0
572815,413163,0
510224,508938,0
793712,253869,0
824235,182393,0
761457,262653,0
794985,311076,0
779569,150623,0
810617,247422,0
855489,211373,0
849254,283112,0
808784,242254,0
791155,234010,0
809656,243885,0
808163,241795,0
767028,226008,0
823630,251398,0
782172,210780,0
854342,282373,0
842713,245312,0
856465,252408,0
822556,275760,0
853014,268530,0
815736,251749,0
796737,235100,0
734201,239635,0
792133,192616,0
807811,241810,0
808336,241768,0
840286,227016,0
782953,207370,0
876441,180658,0
862557,237489,0
805067,246062,0
747163,257973,0
860400,304313,0
838811,224435,0
765391,238154,0
909774,177017,0
805219,243830,0
871274,195811,0
809012,229132,0
841925,346604,0
808083,222905,0
812151,245409,0
800231,232016,0
796530,215743,0
756887,266465,0
735435,285672,0
837660,211926,0
913662,134920,0
749321,200484,0
794629,248741,0
804405,244473,0
802111,214682,0
807493,241644,0
757011,220524,0
733684,216569,0
813657,150704,0
813354,273784,0
832128,271389,0
766957,220939,0
811077,267030,0
806127,239206,0
802856,239801,0
797349,262013,0
789086,256113,0
870334,259442,0
786819,217596,0
724693,300946,0
802289,237945,0
745416,198118,0
805167,195569,0
804876,233484,0
811122,234227,0
746115,174758,0
808918,240673,0
783113,249571,0
779407,216656,0
795765,205593,0
808909,244561,0
793721,273544,0
838678,285533,0
816382,241539,0
762228,170036,0
785728,198547,0
831392,233281,0
852354,351771,0
754394,188386,0
833141,244991,0
813108,245893,0
796846,214589,0
809373,167754,0
766881,246119,0
857835,179609,0
807956,241772,0
725843,266365,0
782383,273638,0
867714,178320,0
819132,336025,0
805575,259205,0
776270,342297,0
743869,285111,0
806545,242423,0
803229,246622,0
826119,273742,0
883855,276227,0
872437,199366,0
806010,253932,0
885710,207920,0
729156,251369,0
755167,224395,0
864001,143590,0
778476,260039,0
837897,231719,0
806903,239418,0
806003,241718,0
766740,264258,0
833070,262092,0
788701,281634,0
806172,256966,0
801115,280568,0
808036,251643,0
808170,221769,0
817749,245231,0
803097,213517,0
848376,221062,0
801185,253763,0
802481,245334,0
806501,245656,0
811051,233169,0
794362,240626,0
798852,242607,0
835229,231967,0
825468,252748,0
860649,139962,0
867303,312028,0
827932,235274,0
812413,250382,0
783222,233377,0
788340,235197,0
828604,274972,0
791483,203193,0
815370,332003,0
813230,241626,0
837268,233956,0
893118,141854,0
891639,222727,0
736002,275702,0
727552,253350,0
843731,255903,0
851033,199614,0
882714,199375,0
786460,286314,0
888806,185365,0
758373,213773,0
779551,283553,0
774858,229972,0
776245,193642,0
799209,214049,0
838295,205014,0
843948,359339,0
744947,233071,0
809004,239858,0
838840,290309,0
863682,210058,0
746395,338046,0
761539,305396,0
807424,243082,0
848407,200373,0
809929,244528,0
819272,251346,0
808243,245479,0
709033,331978,0
832767,240604,0
818255,220116,0
830163,216187,0
811557,257847,0
836277,272560,0
869697,240782,0
786991,226933,0
847635,233364,0
777123,255131,0
794074,280755,0
798365,261221,0
792217,324106,0
877409,279311,0
836796,283381,0
810776,255655,0
797840,227260,0
805699,244328,0
822415,228782,0
854434,182273,0
808472,241370,0
854078,216536,0
776876,210752,0
801580,233127,0
804306,232302,0
798674,182094,0
830283,261867,0
850261,182406,0
833903,222088,0
828641,216117,0
798745,216888,0
817239,280192,0
845443,205967,0
801965,207790,0
777245,282920,0
785719,212629,0
784197,196482,0
875397,193513,0
803909,143451,0
760109,274439,0
825397,225267,0
827196,230652,0
833920,273791,0
802930,232758,0
761357,240327,0
787830,198769,0
800784,277894,0
795091,246317,0
789940,178354,0
849885,226831,0
844844,217626,0
810720,231120,0
777952,227175,0
796301,253068,0
836069,211456,0
725662,243972,0
821905,288624,0
750750,213230,0
867380,208671,0
812709,248657,0
770611,157778,0
839690,166947,0
811742,247347,0
738001,235064,0
765796,239017,0
818500,263988,0
856957,152113,0
817541,128934,0
896024,206022,0
771206,278182,0
731083,257941,0
761600,171345,0
825399,236897,0
793786,240794,0
804054,228959,0
815671,220031,0
817824,255477,0
792697,226642,0
772549,239088,0
819347,262933,0
818044,241088,0
804961,254767,0
770604,331322,0
862313,195068,0
793309,245111,0
764197,149751,0
771625,309015,0
762995,137958,0
801340,166195,0
802692,248240,0
799085,326294,0
839602,141486,0
806206,242953,0
848656,242083,0
814206,234837,0
795132,261826,0
809504,231713,0
726964,244068,0
797907,236008,0
835193,255264,0
784965,230062,0
783617,262452,0
874769,237445,0
790023,162623,0
869977,217315,0
816583,285646,0
819014,178971,0
806564,228611,0
776929,175876,0
820114,241824,0
809270,235480,0
850080,301694,0
775576,214729,0
762220,201489,0
787634,208637,0
837705,183892,0
743486,210190,0
833976,214186,0
750510,324130,0
812921,256262,0
874372,191594,0
868167,228347,0
815605,239519,0
836059,221012,0
856835,289341,0
823141,203497,0
806678,241501,0
759976,283246,0
803022,245592,0
765715,281157,0
823326,281490,0
808523,242120,0
808833,241692,0
810615,244983,0
834180,195070,0
804550,222538,0
809651,243502,0
833713,231141,0
760374,144848,0
782321,250893,0
816153,243422,0
817075,249226,0
831422,194245,0
849016,229923,0
819357,236228,0
830726,223022,0
809043,241386,0
841856,249538,0
860654,303649,0
822417,228001,0
762257,204672,0
447100,578447,0
435369,600655,0
450681,614019,0
446408,617816,0
458825,608028,0
437246,626679,0
454357,627922,0
472602,547751,0
446070,660584,0
436173,596885,0
427674,649409,0
429283,696036,0
443685,556528,0
459542,604591,0
432232,612326,0
441101,632597,0
434308,622475,0
451267,521677,0
440009,607204,0
452407,650191,0
439403,647691,0
443034,608016,0
444433,600811,0
454532,645000,0
424823,632310,0
440107,607385,0
451719,596564,0
443376,615484,0
445431,608977,0
444904,608335,0
440573,587754,0
420214,670760,0
435259,600545,0
452350,614438,0
462959,604618,0
437911,580427,0
438421,597731,0
448067,624888,0
444800,611906,0
437290,592669,0
435894,584536,0
407185,725388,0
452789,601477,0
444481,611260,0
431354,637354,0
430530,606861,0
443303,611108,0
445232,613051,0
404544,731122,0
429547,618065,0
443000,608074,0
435259,597598,0
443703,660042,0
427786,615834,0
459700,534846,0
452060,618631,0
442216,648286,0
462253,537194,0
438157,612420,0
427937,624218,0
439556,639152,0
451591,614155,0
444028,612568,0
447920,560215,0
451407,613075,0
441417,591083,0
437912,608595,0
442093,606830,0
431324,619224,0
452444,572715,0
435969,661051,0
443881,624977,0
444942,615911,0
442766,614279,0
429488,612140,0
432383,651805,0
456268,606299,0
446119,601343,0
457620,595627,0
455587,621993,0
449467,594608,0
484292,484470,0
442884,634567,0
454183,557625,0
446602,609863,0
447314,660847,0
444661,611980,0
449484,620119,0
460069,601972,0
443667,610462,0
429709,610420,0
432770,626516,0
465949,562223,0
454289,596414,0
454280,559579,0
438734,570107,0
427073,632543,0
427633,671587,0
435182,619799,0
455398,637265,0
439176,594910,0
430654,624767,0
442973,609902,0
446490,615129,0
457700,581592,0
436458,684903,0
439176,608167,0
444716,611868,0
432474,624072,0
488115,469542,0
460814,598923,0
440610,616231,0
444957,611326,0
451341,621998,0
445433,600419,0
453151,609498,0
447397,603115,0
435903,607885,0
461734,555207,0
445257,622466,0
440588,612912,0
433033,596889,0
455143,610900,0
440304,609973,0
445410,611847,0
443089,599479,0
441386,593318,0
439642,618354,0
437908,613112,0
441050,601420,0
444301,603484,0
453398,598101,0
465954,589137,0
433377,611151,0
458454,615360,0
435929,617842,0
421163,659446,0
444871,618411,0
450314,633443,0
439463,599626,0
448441,609380,0
476283,464782,0
479558,478960,0
458830,569403,0
447284,614788,0
453260,604938,0
448654,619238,0
451594,607751,0
455084,577509,0
460103,537011,0
431669,612443,0
441182,595293,0
440135,646871,0
